id,UTC_date,latitude,longitude,depth,magnitude,region
624669,"2017-10-17 10:11:26.1",47.68,15.86,1,2.7,AUSTRIA
624728,"2017-10-17 10:13:48.0",14.14,-93.39,10,4.2,"OFF COAST OF CHIAPAS - MEXICO"
624665,"2017-10-17 10:13:59.1",40.53,31.78,9,2.6,"WESTERN TURKEY"
624663,"2017-10-17 10:18:40.3",36.39,-117.87,1,2.1,"CENTRAL CALIFORNIA"
624668,"2017-10-17 10:24:18.1",42.36,78.83,1,3.4,KYRGYZSTAN
624670,"2017-10-17 10:40:41.2",-32.59,-71.07,80,4.1,"VALPARAISO - CHILE"
624727,"2017-10-17 10:53:22.0",16.4,-95.1,53,3.8,"OAXACA - MEXICO"
624671,"2017-10-17 11:02:15.2",35.47,-118.4,9,2.2,"CENTRAL CALIFORNIA"
624726,"2017-10-17 11:02:57.0",16.26,-97.96,5,3.3,"OAXACA - MEXICO"
624725,"2017-10-17 11:11:59.0",16.17,-95.11,7,3.6,"OFFSHORE OAXACA - MEXICO"
624736,"2017-10-17 11:14:46.0",16.43,-95.09,15,3.4,"OAXACA - MEXICO"
624735,"2017-10-17 11:16:44.0",16.55,-95.14,7,3.6,"OAXACA - MEXICO"
624680,"2017-10-17 11:27:59.3",-23.97,-175.49,10,5.1,"TONGA REGION"
624678,"2017-10-17 11:35:12.3",45.47,6.32,2,3.3,FRANCE
624679,"2017-10-17 11:45:42.7",37.64,-118.86,8,2.4,"LONG VALLEY AREA - CALIFORNIA"
624683,"2017-10-17 11:48:43.9",45.4,6.35,2,2.2,FRANCE
624687,"2017-10-17 11:51:27.8",39.08,37.35,7,2.0,"CENTRAL TURKEY"
624686,"2017-10-17 11:52:30.0",15.88,-95.23,10,4.2,"OFFSHORE OAXACA - MEXICO"
624684,"2017-10-17 11:58:28.7",-22.7,-67.58,156,4.8,"POTOSI - BOLIVIA"
624690,"2017-10-17 12:03:44.2",38.95,26.92,15,2.1,"NEAR THE COAST OF WESTERN TURKEY"
624692,"2017-10-17 12:04:15.0",-38.16,145.61,10,2.1,"NEAR S.E. COAST OF AUSTRALIA"
624685,"2017-10-17 12:05:40.0",33.13,-116.66,3,3.1,"SOUTHERN CALIFORNIA"
624734,"2017-10-17 12:05:53.0",17.56,-94.85,124,3.4,"VERACRUZ - MEXICO"
624691,"2017-10-17 12:24:02.7",45.88,6.98,1,1.7,FRANCE
624733,"2017-10-17 12:24:34.0",16.49,-95.91,81,3.4,"OAXACA - MEXICO"
624718,"2017-10-17 12:28:46.8",42.55,-111.42,9,2.2,"SOUTHERN IDAHO"
624694,"2017-10-17 12:34:46.0",38.91,23.31,12,2.3,GREECE
624695,"2017-10-17 12:36:25.8",38.94,44.21,7,2.1,"TURKEY-IRAN BORDER REGION"
624693,"2017-10-17 12:41:56.8",19.25,-155.4,33,2.4,"ISLAND OF HAWAII - HAWAII"
624732,"2017-10-17 12:46:44.0",14.93,-94.38,20,3.9,"OFF COAST OF CHIAPAS - MEXICO"
624731,"2017-10-17 12:49:23.0",16.69,-94.71,20,3.6,"OAXACA - MEXICO"
624698,"2017-10-17 12:51:59.0",-22.25,-68.78,112,3.2,"ANTOFAGASTA - CHILE"
624730,"2017-10-17 12:57:01.0",15.18,-94.26,20,3.9,"OFFSHORE CHIAPAS - MEXICO"
624699,"2017-10-17 13:03:33.0",-23.54,-68.05,143,3.1,"ANTOFAGASTA - CHILE"
624705,"2017-10-17 13:10:33.4",39.68,23.81,20,2.3,"AEGEAN SEA"
624702,"2017-10-17 13:20:08.8",37.99,22.09,3,2.8,"SOUTHERN GREECE"
624704,"2017-10-17 13:26:21.9",38.48,20.45,6,2.5,GREECE
624709,"2017-10-17 13:30:36.5",3.85,95.82,54,4.6,"OFF W COAST OF NORTHERN SUMATRA"
624717,"2017-10-17 13:39:03.8",-15.71,-70.72,210,4.4,"SOUTHERN PERU"
624707,"2017-10-17 13:59:30.0",9.52,-84.53,24,3.1,"COSTA RICA"
624721,"2017-10-17 14:02:31.2",41.25,-127.16,17,2.9,"OFF COAST OF NORTHERN CALIFORNIA"
624710,"2017-10-17 14:12:33.0",-3.66,102.56,1,3.1,"SOUTHERN SUMATRA - INDONESIA"
624712,"2017-10-17 14:57:13.0",46.14,-120.7,10,3.0,WASHINGTON
624738,"2017-10-17 14:58:52.2",41.17,-126.99,8,3.0,"OFF COAST OF NORTHERN CALIFORNIA"
624716,"2017-10-17 15:04:32.0",-31.73,-71.89,42,3.0,"OFFSHORE COQUIMBO - CHILE"
624742,"2017-10-17 15:12:35.8",41.07,-127.45,9,2.8,"OFF COAST OF NORTHERN CALIFORNIA"
624719,"2017-10-17 15:13:46.0",16.0,-95.77,20,4.1,"OAXACA - MEXICO"
624715,"2017-10-17 15:18:29.3",33.28,-115.6,1,2.1,"SOUTHERN CALIFORNIA"
624755,"2017-10-17 15:20:18.3",41.26,-127.02,9,2.8,"OFF COAST OF NORTHERN CALIFORNIA"
624756,"2017-10-17 15:22:13.9",41.28,-127.17,8,2.8,"OFF COAST OF NORTHERN CALIFORNIA"
624720,"2017-10-17 15:30:39.8",35.31,22.95,20,2.9,"CENTRAL MEDITERRANEAN SEA"
624935,"2017-10-17 15:34:00.0",16.51,-95.2,71,3.7,"OAXACA - MEXICO"
624934,"2017-10-17 15:45:22.0",15.18,-94.32,74,3.8,"OFF COAST OF CHIAPAS - MEXICO"
624739,"2017-10-17 15:59:03.0",-30.39,-72.11,24,3.0,"OFFSHORE COQUIMBO - CHILE"
624724,"2017-10-17 16:00:05.5",46.14,-120.71,11,2.5,WASHINGTON
624740,"2017-10-17 16:16:35.6",40.17,31.93,2,2.4,"WESTERN TURKEY"
624737,"2017-10-17 16:17:06.6",33.2,-115.58,3,2.1,"SOUTHERN CALIFORNIA"
624933,"2017-10-17 16:17:35.0",15.27,-94.63,16,3.9,"OFF COAST OF OAXACA - MEXICO"
624932,"2017-10-17 16:25:24.0",16.51,-95.27,82,3.4,"OAXACA - MEXICO"
624744,"2017-10-17 16:26:37.0",-23.91,-67.26,242,3.7,"SALTA - ARGENTINA"
624931,"2017-10-17 16:36:48.0",14.92,-94.08,10,3.9,"OFF COAST OF CHIAPAS - MEXICO"
624743,"2017-10-17 16:41:17.3",35.48,-3.92,10,3.1,"STRAIT OF GIBRALTAR"
624940,"2017-10-17 16:41:48.0",15.43,-95.21,16,3.7,"OFFSHORE OAXACA - MEXICO"
624747,"2017-10-17 16:54:09.3",49.13,147.75,538,4.6,"SEA OF OKHOTSK"
624939,"2017-10-17 17:10:13.0",15.33,-94.34,16,3.6,"OFFSHORE CHIAPAS - MEXICO"
624749,"2017-10-17 17:12:22.0",-25.54,-70.92,30,3.1,"OFFSHORE ANTOFAGASTA - CHILE"
624938,"2017-10-17 17:13:32.0",14.95,-93.2,6,3.9,"OFFSHORE CHIAPAS - MEXICO"
624752,"2017-10-17 17:43:19.6",-24.07,-67.09,237,4.1,"SALTA - ARGENTINA"
624937,"2017-10-17 17:44:28.0",14.97,-94.18,15,3.8,"OFF COAST OF CHIAPAS - MEXICO"
624751,"2017-10-17 17:55:25.3",38.91,23.28,10,2.7,GREECE
624753,"2017-10-17 17:56:26.0",-17.97,-69.42,148,3.2,"TARAPACA - CHILE"
624750,"2017-10-17 17:56:29.9",46.67,8.5,8,1.6,SWITZERLAND
624757,"2017-10-17 18:12:43.8",42.55,-111.42,7,2.7,"SOUTHERN IDAHO"
624908,"2017-10-17 18:19:04.1",34.79,26.11,2,2.7,"CRETE - GREECE"
624936,"2017-10-17 18:30:20.0",15.76,-95.09,22,3.8,"OFFSHORE OAXACA - MEXICO"
624758,"2017-10-17 18:33:13.0",17.03,-94.86,126,4.2,"OAXACA - MEXICO"
624787,"2017-10-17 18:49:02.8",62.34,-149.92,8,3.0,"CENTRAL ALASKA"
624762,"2017-10-17 18:52:36.5",37.79,57.29,10,4.7,"NORTHEASTERN IRAN"
624760,"2017-10-17 18:53:51.5",38.92,23.3,11,2.8,GREECE
624763,"2017-10-17 19:04:52.6",38.91,23.26,13,2.5,GREECE
624769,"2017-10-17 19:32:07.0",-22.39,-68.48,118,3.5,"ANTOFAGASTA - CHILE"
624766,"2017-10-17 19:36:25.5",36.56,-121.15,3,2.1,"CENTRAL CALIFORNIA"
624775,"2017-10-17 19:52:44.0",40.03,-29.85,10,3.2,"AZORES ISLANDS REGION"
624777,"2017-10-17 20:01:46.0",40.1,-29.63,10,3.0,"AZORES ISLANDS REGION"
624782,"2017-10-17 20:05:39.9",38.91,26.32,12,2.2,"NEAR THE COAST OF WESTERN TURKEY"
624955,"2017-10-17 20:07:19.4",42.63,-111.46,6,2.5,"SOUTHERN IDAHO"
624783,"2017-10-17 20:09:32.3",35.96,39.81,7,2.0,SYRIA
624776,"2017-10-17 20:11:39.0",-24.09,-67.41,212,3.3,"SALTA - ARGENTINA"
624832,"2017-10-17 20:16:07.0",33.0,91.96,10,4.3,"SOUTHERN QINGHAI - CHINA"
624965,"2017-10-17 20:25:45.9",54.02,-162.89,1,3.6,"ALASKA PENINSULA"
624780,"2017-10-17 20:32:44.3",38.45,20.48,2,3.1,GREECE
624785,"2017-10-17 20:32:50.4",39.13,39.19,7,2.5,"EASTERN TURKEY"
624848,"2017-10-17 21:04:05.8",34.74,33.45,20,2.0,"CYPRUS REGION"
624786,"2017-10-17 21:08:11.0",-32.14,-70.37,131,3.7,"COQUIMBO - CHILE"
624791,"2017-10-17 21:38:31.7",28.34,57.26,25,3.5,"SOUTHERN IRAN"
624790,"2017-10-17 21:41:26.5",43.54,-71.59,0,2.1,"NEW HAMPSHIRE"
624789,"2017-10-17 21:46:37.6",38.78,-122.75,-1,2.9,"NORTHERN CALIFORNIA"
624792,"2017-10-17 21:51:13.0",6.76,-73.15,146,2.6,"NORTHERN COLOMBIA"
624793,"2017-10-17 22:25:19.0",2.98,-75.99,0,3.2,COLOMBIA
624808,"2017-10-17 22:41:26.2",45.64,26.33,72,2.6,ROMANIA
624795,"2017-10-17 22:55:38.8",19.4,-155.98,5,2.3,"ISLAND OF HAWAII - HAWAII"
624810,"2017-10-17 22:59:37.6",41.68,-124.93,35,2.3,"OFFSHORE NORTHERN CALIFORNIA"
624796,"2017-10-17 23:03:40.1",12.69,-87.88,80,4.8,"NEAR COAST OF NICARAGUA"
625445,"2017-10-17 23:10:41.0",47.74,-69.92,25,2.7,"ST. LAWRENCE VALLEY REG. - CANADA"
624797,"2017-10-17 23:23:55.9",15.28,-94.05,47,4.2,"OFFSHORE CHIAPAS - MEXICO"
624799,"2017-10-17 23:28:53.0",37.97,-118.66,8,2.0,"CENTRAL CALIFORNIA"
625467,"2017-10-17 23:33:49.1",38.47,20.45,1,2.4,GREECE
624899,"2017-10-17 23:40:59.0",36.55,-83.78,18,2.4,"EASTERN TENNESSEE"
624801,"2017-10-17 23:42:50.0",-16.92,-69.71,190,3.0,"SOUTHERN PERU"
624802,"2017-10-17 23:48:52.9",42.06,142.49,60,4.9,"HOKKAIDO - JAPAN REGION"
624804,"2017-10-17 23:49:30.0",9.47,-84.19,45,3.2,"COSTA RICA"
624800,"2017-10-17 23:50:00.2",42.24,9.05,5,3.1,"CORSICA - FRANCE"
624805,"2017-10-18 00:15:14.0",43.6,-74.52,0,2.2,"NEW YORK"
624816,"2017-10-18 00:22:14.4",-9.96,114.18,40,4.4,"SOUTH OF BALI - INDONESIA"
624812,"2017-10-18 00:31:06.3",43.96,-120.95,-2,2.4,OREGON
624811,"2017-10-18 00:42:08.3",45.76,11.76,11,2.0,"NORTHERN ITALY"
624815,"2017-10-18 00:46:29.5",6.15,123.88,565,4.7,"MORO GULF - MINDANAO - PHILIPPINES"
624814,"2017-10-18 00:46:53.0",2.57,-75.42,22,3.1,COLOMBIA
624822,"2017-10-18 01:30:10.7",41.18,-127.17,10,4.2,"OFF COAST OF NORTHERN CALIFORNIA"
624819,"2017-10-18 02:06:54.9",36.69,-121.32,1,2.0,"CENTRAL CALIFORNIA"
624821,"2017-10-18 02:25:49.6",45.59,26.54,127,3.4,ROMANIA
624820,"2017-10-18 02:26:47.4",36.96,27.68,4,2.6,"DODECANESE IS.-TURKEY BORDER REG"
624826,"2017-10-18 02:52:59.3",38.98,26.29,5,3.4,"NEAR THE COAST OF WESTERN TURKEY"
624828,"2017-10-18 03:26:02.0",19.43,-155.24,28,2.1,"ISLAND OF HAWAII - HAWAII"
624842,"2017-10-18 04:00:20.7",36.05,27.35,2,2.0,"DODECANESE IS.-TURKEY BORDER REG"
624831,"2017-10-18 04:07:34.0",6.76,-73.15,143,2.8,"NORTHERN COLOMBIA"
624837,"2017-10-18 04:08:04.7",38.84,25.97,2,2.1,"AEGEAN SEA"
624833,"2017-10-18 04:25:26.7",36.91,-117.81,12,2.0,"CENTRAL CALIFORNIA"
624834,"2017-10-18 04:25:55.4",19.26,-155.28,48,2.7,"ISLAND OF HAWAII - HAWAII"
624889,"2017-10-18 04:45:50.7",49.35,155.42,100,4.0,"KURIL ISLANDS"
624849,"2017-10-18 04:48:15.6",43.72,44.3,10,3.9,"CAUCASUS REGION - RUSSIA"
624850,"2017-10-18 05:13:38.6",43.53,44.31,10,3.3,"CAUCASUS REGION - RUSSIA"
624855,"2017-10-18 05:34:13.7",35.39,23.37,24,2.4,"CRETE - GREECE"
624838,"2017-10-18 05:41:16.4",39.28,-122.76,9,2.4,"NORTHERN CALIFORNIA"
624853,"2017-10-18 05:48:30.1",41.18,23.18,2,2.5,GREECE
624843,"2017-10-18 05:51:48.0",-37.32,-74.68,15,3.3,"OFFSHORE BIO-BIO - CHILE"
624846,"2017-10-18 06:00:24.0",66.53,-18.03,5,3.5,"ICELAND REGION"
624845,"2017-10-18 06:01:34.9",36.88,27.58,6,2.3,"DODECANESE IS.-TURKEY BORDER REG"
624852,"2017-10-18 06:53:21.0",16.51,-95.19,60,4.0,"OAXACA - MEXICO"
624854,"2017-10-18 07:05:51.1",38.37,-122.68,0,2.7,"NORTHERN CALIFORNIA"
624856,"2017-10-18 07:20:59.3",33.14,-116.65,3,2.1,"SOUTHERN CALIFORNIA"
624866,"2017-10-18 08:32:50.5",42.89,13.03,10,2.0,"CENTRAL ITALY"
624863,"2017-10-18 08:38:22.3",38.77,-122.72,2,2.0,"NORTHERN CALIFORNIA"
624865,"2017-10-18 08:42:40.0",-19.01,-69.32,112,3.2,"TARAPACA - CHILE"
624864,"2017-10-18 08:46:24.7",38.65,41.07,10,2.6,"EASTERN TURKEY"
624945,"2017-10-18 08:57:06.0",16.46,-95.23,82,3.7,"OAXACA - MEXICO"
624946,"2017-10-18 09:03:03.0",15.12,-94.32,16,4.0,"OFF COAST OF CHIAPAS - MEXICO"
624868,"2017-10-18 09:06:08.5",47.51,-0.32,2,3.0,FRANCE
624879,"2017-10-18 09:07:14.5",46.31,145.25,10,4.7,"SEA OF OKHOTSK"
624944,"2017-10-18 09:15:39.0",14.84,-93.34,43,4.0,"OFFSHORE CHIAPAS - MEXICO"
624943,"2017-10-18 09:26:25.0",16.47,-95.11,31,4.1,"OAXACA - MEXICO"
624871,"2017-10-18 09:37:48.7",45.47,6.33,2,3.2,FRANCE
624942,"2017-10-18 09:43:24.0",14.95,-93.96,27,3.7,"OFFSHORE CHIAPAS - MEXICO"
624874,"2017-10-18 10:00:00.1",45.4,6.31,2,3.2,FRANCE
624875,"2017-10-18 10:06:00.2",33.14,-116.66,3,3.4,"SOUTHERN CALIFORNIA"
624950,"2017-10-18 10:11:35.0",16.41,-94.99,20,3.5,"OAXACA - MEXICO"
624949,"2017-10-18 10:25:47.0",16.53,-98.64,16,3.4,"GUERRERO - MEXICO"
624917,"2017-10-18 10:43:17.0",46.9,-112.51,6,2.5,"WESTERN MONTANA"
624883,"2017-10-18 10:57:28.2",38.82,26.08,2,2.6,"NEAR THE COAST OF WESTERN TURKEY"
624882,"2017-10-18 11:02:49.2",33.21,-115.66,4,2.0,"SOUTHERN CALIFORNIA"
624948,"2017-10-18 11:24:48.0",14.94,-94.25,20,4.1,"OFF COAST OF CHIAPAS - MEXICO"
624947,"2017-10-18 11:26:12.0",15.06,-94.43,16,3.8,"OFF COAST OF CHIAPAS - MEXICO"
624886,"2017-10-18 11:28:44.9",38.77,-122.72,2,2.5,"NORTHERN CALIFORNIA"
624892,"2017-10-18 11:39:53.2",42.61,-111.46,2,2.5,"SOUTHERN IDAHO"
624963,"2017-10-18 11:44:31.1",35.68,-116.54,2,2.1,"SOUTHERN CALIFORNIA"
624897,"2017-10-18 11:57:02.4",42.61,-111.47,2,2.7,"SOUTHERN IDAHO"
624893,"2017-10-18 11:57:31.9",36.7,-121.34,3,2.3,"CENTRAL CALIFORNIA"
624895,"2017-10-18 12:01:00.4",-20.47,-174.03,15,6.0,TONGA
624941,"2017-10-18 12:05:25.0",16.39,-94.97,86,3.9,"OAXACA - MEXICO"
625074,"2017-10-18 12:19:15.2",50.74,9.96,1,2.1,GERMANY
624900,"2017-10-18 12:34:23.0",-24.07,-67.76,223,4.0,"ANTOFAGASTA - CHILE"
624901,"2017-10-18 12:44:43.0",-22.67,-68.7,97,3.1,"ANTOFAGASTA - CHILE"
624902,"2017-10-18 12:51:31.3",41.29,28.67,7,2.0,"WESTERN TURKEY"
624906,"2017-10-18 13:10:56.7",39.74,15.65,281,4.2,"SOUTHERN ITALY"
624909,"2017-10-18 13:21:28.4",33.08,-115.8,2,2.3,"SOUTHERN CALIFORNIA"
624916,"2017-10-18 13:34:27.0",0.76,122.01,37,2.1,"MINAHASA - SULAWESI - INDONESIA"
624910,"2017-10-18 13:40:56.5",-0.21,122.99,104,5.3,"SULAWESI - INDONESIA"
624911,"2017-10-18 13:44:27.0",38.83,-122.8,3,2.5,"NORTHERN CALIFORNIA"
624915,"2017-10-18 13:51:45.3",36.89,36.09,8,2.0,"TURKEY-SYRIA BORDER REGION"
624914,"2017-10-18 14:08:22.8",36.88,27.3,5,2.4,"DODECANESE IS.-TURKEY BORDER REG"
624922,"2017-10-18 14:36:30.0",-22.39,-68.9,89,3.1,"ANTOFAGASTA - CHILE"
624919,"2017-10-18 14:37:19.4",31.2,54.82,10,4.8,"CENTRAL IRAN"
624921,"2017-10-18 14:41:54.5",56.98,-157.79,7,3.0,"ALASKA PENINSULA"
624924,"2017-10-18 14:43:43.5",46.84,-112.62,4,2.4,"WESTERN MONTANA"
624930,"2017-10-18 14:44:45.1",46.9,-112.52,6,2.4,"WESTERN MONTANA"
624925,"2017-10-18 14:49:47.9",38.62,27.63,7,2.0,"WESTERN TURKEY"
624928,"2017-10-18 14:55:41.0",-22.95,-66.99,256,3.7,"JUJUY - ARGENTINA"
624929,"2017-10-18 14:57:48.6",39.68,23.82,2,2.3,"AEGEAN SEA"
624923,"2017-10-18 14:59:22.4",19.18,-155.49,34,2.2,"ISLAND OF HAWAII - HAWAII"
624927,"2017-10-18 15:06:40.2",45.43,6.3,10,2.5,FRANCE
624983,"2017-10-18 15:08:34.5",36.55,141.04,48,4.2,"NEAR EAST COAST OF HONSHU - JAPAN"
624951,"2017-10-18 15:14:48.5",41.16,32.81,6,2.0,"CENTRAL TURKEY"
624964,"2017-10-18 15:25:01.1",32.26,-115.27,12,2.1,"BAJA CALIFORNIA - MEXICO"
624952,"2017-10-18 15:30:31.0",17.28,-94.33,162,4.1,"VERACRUZ - MEXICO"
624953,"2017-10-18 15:32:37.1",36.98,27.62,12,2.3,"DODECANESE IS.-TURKEY BORDER REG"
625387,"2017-10-18 15:41:18.2",54.45,-161.6,15,3.0,"ALASKA PENINSULA"
624958,"2017-10-18 16:26:35.3",36.17,35.83,10,3.2,"CENTRAL TURKEY"
624981,"2017-10-18 16:26:57.5",-23.83,-175.5,10,4.9,"TONGA REGION"
624957,"2017-10-18 16:31:00.1",34.33,-116.46,3,2.4,"SOUTHERN CALIFORNIA"
624960,"2017-10-18 16:38:57.0",5.27,-73.77,145,3.4,COLOMBIA
624959,"2017-10-18 16:44:36.3",-5.57,147.25,210,5.6,"EASTERN NEW GUINEA REG. - P.N.G."
624966,"2017-10-18 17:04:37.6",38.48,31.76,7,2.0,"WESTERN TURKEY"
624971,"2017-10-18 17:35:39.7",37.93,47.23,20,4.4,"NORTHWESTERN IRAN"
624972,"2017-10-18 17:40:06.0",-23.91,-67.25,232,4.0,"SALTA - ARGENTINA"
624975,"2017-10-18 17:46:02.0",50.33,105.1,10,4.5,"RUSSIA-MONGOLIA BORDER REGION"
625388,"2017-10-18 18:44:18.4",54.0,-162.89,15,3.3,"ALASKA PENINSULA"
624973,"2017-10-18 19:05:53.8",39.41,21.87,2,2.5,GREECE
624974,"2017-10-18 19:18:13.1",36.89,-121.62,1,2.1,"CENTRAL CALIFORNIA"
624976,"2017-10-18 20:00:28.0",33.3,-116.21,3,2.0,"SOUTHERN CALIFORNIA"
624977,"2017-10-18 20:15:40.2",39.42,-114.04,7,2.8,UTAH
624979,"2017-10-18 20:21:08.6",45.91,-119.3,0,2.9,OREGON
625498,"2017-10-18 20:31:38.8",38.98,23.26,10,2.2,GREECE
625145,"2017-10-18 20:51:51.5",2.59,98.93,158,4.7,"NORTHERN SUMATRA - INDONESIA"
624982,"2017-10-18 20:57:33.4",51.5,16.11,2,2.7,POLAND
624985,"2017-10-18 21:39:17.0",37.22,36.3,14,2.1,"CENTRAL TURKEY"
624984,"2017-10-18 21:47:16.3",37.62,30.05,7,2.4,"WESTERN TURKEY"
624986,"2017-10-18 21:57:18.1",36.84,28.29,52,2.3,"DODECANESE IS.-TURKEY BORDER REG"
624989,"2017-10-18 22:52:28.4",38.19,22.62,8,2.3,GREECE
624988,"2017-10-18 22:56:16.0",6.77,-73.16,142,2.3,"NORTHERN COLOMBIA"
624990,"2017-10-18 23:01:10.4",39.39,21.48,1,2.5,GREECE
